code,rid
<,1581444
N,1576810
*,1582086
*,1582087
N,1576972
>,1578022
<,1581806
<,1581805
<,1582012
>,1581919
N,1580956
N,1580957
>,1582207
N,1580958
N,1581093
N,1581144
N,1581145
N,1581146
N,1581147
N,1581275
>,1582870
>,1582869
<,1583562
< Conc Range,1583562
<,1583656
< Conc Range,1583656
<,1582988
*,1583791
N,1581662
N,1581663
<,1581664
N,1581665
<,1583145
>,1583152
> Conc Range,1583152
<,1583144
*,1583948
*,1583949
*,1583947
<,1583321
*,1584217
*,1584218
*,1584240
*,1584241
*,1584267
*,1584264
*,1584265
N,1579332
<,1583880
<,1583879
N,1579419
N,1582779
N,1574077
N,1575827
<,1584070
N,1576973
<,1584075
H,1585662
H,1585693
<,1582948
<,1582949
<,1582950
N,1582951
<,1584080
<,1584079
<,1584090
<,1583450
<,1584214
<,1584253
<,1584781
N,1580955
<,1584918
N,1581094
N,1581143
<,1581148
<,1585806
< Conc Range,1585806
<,1585808
< Conc Range,1585808
<,1585805
< Conc Range,1585805
<,1585804
< Conc Range,1585804
<,1585284
<,1585283
<,1581661
>,1586820
<,1581666
>,1585637
<,1581735
<,1585654
<,1585746
N,1582200
>,1586013
>,1586121
N,1585032
N,1582947
>,1586526
<,1586576
N,1582952
<,1586229
N,1575861
<,1583451
N,1586619
N,1586620
>,1587243
N,1585038
<,1587783
<,1587520
N,1586618
H,1588116
H,1588117
>,1587563
>,1588118
H,1588119
N,1575065
N,1575064
N,1575063
N,1575062
N,1573908
>,1573907
N,1572166
N,1572438
N,1571787
N,1587526
N,1573693
N,1573421
N,1573314
<,1572567
<,1572563
N,1573035
H,1588123
H,1588124
N,1575183
N,1574529
N,1575067
N,1575066
N,1574967
N,1574659
N,1573906
<,1588128
<,1588127
<,1576679
N,1576236
N,1575980
>,1588125
N,1576031
N,1575981
<,1580959
N,1588208
N,1588207
N,1588206
N,1588204
<,1588209
<,1588205
<,1588316
<,1588309
N,1571726
N,1588362
N,1588363
S,1589243
S,1589244
S,1589245
S,1589246
S,1589247
S,1589248
S,1589249
S,1589250
S,1589251
S,1589252
S,1589264
S,1589265
S,1589267
S,1589268
S,1589270
S,1589271
> Conc Range,1589272
S,1589273
S,1589274
S,1589275
S,1589276
< Conc Range,1590964
< Conc Range,1590962
< Conc Range,1590969
j,1590152
<,1589718
>,1589736
k,1590965
<,1590662
< Conc Range,1590662
k,1590968
k,1590971
>,1590236
<,1590337
<,1590336
N,1589277
<,1590438
>,1591549
> Conc Range,1591549
<,1591120
<,1591119
K,1592178
S,1594267
S,1594265
S,1594270
S,1594264
S,1594623
<,1592842
< Conc Range,1592842
j,1593365
j,1594080
N,1591358
N,1591357
N,1591356
N,1591354
<,1591360
>,1593447
N,1591373
N,1591372
N,1591371
N,1591369
>,1592705
<,1594827
<,1594826
N,1589456
N,1593804
N,1593803
N,1593802
N,1593801
N,1593798
>,1593797
<,1593409
<,1591353
>,1593384
<,1591359
N,1591355
N,1591374
<,1595586
<,1595585
N,1591370
N,1595291
N,1595292
<,1597062
<,1597793
< Conc Range,1597793
>,1597160
<,1597539
N,1593799
N,1593805
N,1593800
<,1597967
<,1597966
<,1593793
<,1598030
<,1598029
<,1595672
<,1592744
K,1599056
K,1599282
K,1599286
K,1599283
<,1596015
N,1597532
<,1597531
N,1597530
j,1599530
N,1597529
*,1599901
>,1599121
N,1595290
K,1599870
<,1599152
N,1598057
N,1598058
N,1598061
N,1598062
<,1599398
K,1600195
N,1598192
<,1598194
N,1598204
N,1598203
N,1598202
<,1599713
N,1598200
N,1598217
<,1599785
N,1598223
N,1598222
N,1598221
N,1598219
<,1599892
N,1598225
<,1595495
N,1601165
<,1597533
<,1597528
N,1598056
N,1598060
N,1598193
<,1598199
N,1598205
N,1598201
N,1598232
N,1598218
N,1598224
<,1598220
N,1598226
N,1598231
<,1601303
<,1601308
N,1601757
j,1601525
K,1601603
K,1601618
K,1601619
K,1601746
>,1601261
N,1601294
N,1601293
N,1601292
N,1601290
K,1602145
K,1602146
K,1602147
<,1602000
<,1601999
N,1601164
N,1601726
N,1601725
N,1601724
N,1601722
N,1601732
N,1601260
<,1601259
>,1601262
N,1601731
N,1601730
N,1601728
>,1602156
>,1602155
<,1601289
N,1601295
N,1601291
<,1601318
>,1601314
>,1601313
<,1601727
N,1601723
N,1601733
N,1601729
N,1602200
N,1602205
N,1602204
N,1602203
N,1602202
N,1602207
N,1602208
<,1602206
N,1602201
N,1602367
>,1602387
N,1602396
N,1602397
N,1602400
<,1602413
<,1602414
*,1604070
*,1604143
K,1603067
*,1604172
*,1604207
>,1603173
> Conc Range,1603173
<,1604801
< Conc Range,1604801
<,1604508
<,1604507
<,1604555
<,1604658
j,1605980
<,1605400
<,1605668
<,1605667
>,1606420
>,1606501
>,1606500
<,1606568
<,1606567
<,1606984
<,1606986
>,1607262
>,1607565
>,1607632
>,1608721
> Conc Range,1608721
<,1608287
<,1608286
N,1605992
>,1606002
N,1606003
N,1605995
<,1605999
N,1605991
N,1606008
<,1608401
<,1608431
<,1608598
<,1608597
<,1608663
>,1609700
<,1609649
<,1609648
>,1610263
>,1610350
N,1606020
N,1606031
N,1606032
N,1609170
N,1609150
N,1609160
N,1605993
N,1606000
>,1606001
N,1610414
N,1610413
<,1610412
N,1610411
N,1610476
N,1610475
N,1610474
N,1610473
<,1611123
<,1611969
<,1611970
<,1612017
<,1612018
<,1612185
<,1612184
<,1612232
<,1612496
<,1612656
<,1612655
<,1612782
<,1612781
<,1612835
<,1613178
<,1613177
N,1609171
N,1609151
N,1612508
N,1609161
N,1612510
N,1612511
<,1613319
N,1612512
<,1613318
N,1612519
<,1612600
N,1612625
N,1612627
N,1612628
N,1612629
>,1613388
N,1612682
N,1612684
N,1612685
N,1612686
N,1610409
<,1610415
<,1613546
<,1613545
<,1613550
N,1610410
<,1610420
<,1610477
N,1610472
>,1613322
<,1613849
<,1613848
N,1613570
N,1613572
<,1613862
<,1611125
<,1612380
N,1613716
N,1613717
N,1612509
N,1613719
N,1613720
<,1612513
N,1612520
N,1612544
N,1612626
N,1612630
N,1612683
<,1612687
<,1612732
N,1613883
<,1612868
N,1613925
>,1614014
N,1613571
N,1613715
N,1613718
N,1613895
<,1614107
N,1613950
<,1614225
<,1614224
>,1614270
<,1614383
<,1614384
<,1614220
N,1613574
N,1613573
<,1613575
N,1614457
<,1614458
>,1614498
<,1614530
D,1614792
D,1614816
D,1614863
<,1615260
<,1616000
<,1615999
>,1616278
>,1617659
> Conc Range,1617659
>,1617968
> Conc Range,1617968
<,1617183
>,1618376
> Conc Range,1618376
>,1617485
j,1618086
>,1618302
N,1616680
N,1616682
N,1616689
N,1616707
N,1616705
N,1616704
<,1618554
N,1616703
<,1618553
N,1616709
<,1618630
K,1619153
<,1618891
<,1618890
>,1618896
N,1618221
N,1618220
N,1618219
N,1618218
N,1618225
N,1618228
N,1618229
<,1619136
<,1619135
>,1619142
<,1619147
<,1619146
N,1618598
>,1619166
<,1619165
N,1618600
N,1618606
N,1616136
<,1619486
<,1619485
N,1616146
<,1619498
<,1619497
<,1619545
<,1619544
N,1616676
N,1616681
N,1616683
<,1619745
N,1616690
<,1619744
N,1616708
<,1616706
N,1616710
N,1619312
N,1619314
<,1620183
N,1619321
N,1619320
<,1620182
N,1619319
N,1619318
N,1619341
N,1619339
N,1619338
N,1619337
N,1619654
N,1619667
<,1618222
<,1615259
<,1618217
<,1618226
N,1618227
N,1618599
>,1620705
N,1618601
N,1618605
N,1618607
<,1620781
<,1620780
N,1618823
<,1622034
>,1622033
<,1622105
<,1622104
<,1622301
N,1619313
<,1622300
N,1619315
<,1619322
N,1619317
N,1619342
<,1619340
N,1619655
<,1622662
<,1622900
N,1620354
N,1622572
N,1622571
N,1622569
N,1622567
N,1622574
<,1623364
<,1623363
<,1623369
<,1623368
>,1623385
N,1623241
N,1623242
N,1623267
>,1624502
<,1624501
<,1624519
<,1624518
N,1622555
N,1622561
N,1622562
N,1622570
N,1622568
N,1622573
<,1624664
<,1625299
< Conc Range,1625299
N,1623240
>,1625809
> Conc Range,1625809
N,1624925
N,1624926
N,1624928
N,1624929
N,1624924
N,1624927
N,1626092
<,1626103
N,1626093
>,1626112
N,1626181
N,1626187
>,1626426
<,1626737
<,1626736
N,1626579
<,1626791
<,1626827
<,1626826
N,1626250
<,1626971
<,1627069
<,1627115
<,1627114
>,1627119
N,1626580
N,1627011
<,1627297
<,1627302
>,1626308
<,1627384
<,1627383
N,1626747
N,1627404
N,1627414
N,1627413
N,1627412
N,1627410
N,1627416
N,1627417
N,1627423
N,1627422
N,1627421
N,1627419
N,1627426
N,1627428
N,1627430
N,1627432
N,1627436
N,1627438
N,1627012
N,1627481
N,1627484
N,1627486
N,1627487
N,1627488
N,1627554
N,1627561
N,1627560
N,1627559
N,1627557
<,1627722
N,1627409
N,1627415
<,1627411
N,1627425
N,1627434
N,1627418
N,1627424
N,1627420
N,1627427
N,1627429
N,1627431
N,1627709
N,1627433
N,1627710
N,1627435
N,1627437
N,1627482
N,1627712
N,1627714
<,1627483
N,1627485
N,1627555
N,1627556
<,1627562
N,1627558
N,1627780
N,1627781
N,1627711
N,1627713
<,1627871
<,1627870
N,1627823
N,1627824
>,1627879
>,1627878
N,1627782
<,1627636
<,1627635
<,1627758
<,1627757
<,1627593
<,1627731
N,1627906
<,1627927
N,1627907
<,1627926
<,1627737
<,1627736
N,1627825
N,1627826
N,1627865
N,1627905
<,1627623
<,1627622
<,1627721
N,1627955
N,1627954
N,1627953
N,1627951
N,1627957
N,1627962
N,1627961
N,1627960
N,1627958
N,1627956
N,1627952
N,1627963
N,1627959
<,1627965
<,1627964
<,1627966
<,1627967
<,1628571
<,1628575
<,1628576
N,1628680
<,1628701
<,1628705
<,1628723
<,1628724
<,1628749
<,1628750
N,1628788
<,1628992
<,1629024
<,1629025
<,1629032
<,1629034
<,1629035
<,1629125
<,1629130
>,1629134
>,1629135
<,1629140
<,1629144
<,1629145
N,1629149
<,1629150
<,1629151
N,1629152
<,1629155
<,1629157
N,1629158
N,1629159
<,1629171
>,1629172
<,1629191
N,1629256
N,1629257
N,1629258
N,1629259
N,1629260
N,1629261
N,1629262
N,1629263
<,1629264
N,1629265
N,1629266
N,1629267
N,1629268
<,1629269
<,1629270
<,1629271
N,1629272
<,1629273
N,1629274
N,1629275
N,1629276
N,1629277
N,1629278
N,1629279
N,1629280
N,1629281
N,1629282
N,1629283
>,1629284
N,1629285
<,1629072
<,1629081
N,1629300
<,1629373
<,1629374
<,1629347
N,1629386
N,1629314
>,1629392
<,1629391
>,1629439
<,1629660
<,1629659
N,1629591
N,1629592
<,1629858
<,1629893
N,1629856
N,1629862
<,1630101
<,1630218
N,1629589
N,1629590
<,1630100
<,1630376
<,1630375
>,1629962
N,1629724
N,1629863
<,1630728
<,1630738
<,1630599
<,1630647
<,1630646
<,1630828
<,1630827
<,1630629
<,1630850
<,1630864
<,1630889
<,1630888
<,1630894
<,1630920
<,1630947
<,1631003
<,1631002
<,1630692
<,1630691
<,1631122
<,1631121
<,1630706
<,1631177
<,1631190
>,1631196
<,1630714
>,1631211
>,1630360
>,1631215
>,1631236
<,1631240
N,1631229
N,1631230
N,1631228
<,1631411
N,1631409
N,1631407
N,1631406
N,1631417
N,1631415
N,1631413
N,1631412
N,1631418
N,1631424
N,1631422
N,1631420
N,1631419
N,1631426
N,1631448
N,1631446
N,1631454
N,1631453
N,1631459
<,1631461
N,1631462
N,1631464
N,1631467
N,1631468
N,1631471
N,1631472
N,1631444
N,1631443
N,1631451
N,1631452
N,1631458
N,1631456
N,1631425
N,1631405
<,1631410
<,1631408
N,1631428
N,1631416
<,1631414
N,1631423
<,1631421
<,1631427
N,1631447
<,1631445
<,1631455
N,1631463
<,1631465
<,1631466
N,1631469
N,1631470
<,1631449
N,1631450
<,1631457
>,1631491
<,1631583
<,1631582
<,1631605
<,1631604
<,1631617
<,1631616
<,1631791
<,1631802
<,1631815
<,1631824
<,1631832
<,1631833
<,1631852
<,1631863
<,1631862
<,1631887
<,1631896
<,1631895
>,1633019
> Conc Range,1633019
>,1632575
N,1631979
<,1633025
<,1633024
j,1635022
<,1634081
<,1634080
>,1636491
> Conc Range,1636491
>,1636486
> Conc Range,1636486
<,1636510
<,1637365
<,1637461
N,1632925
j,1638966
<,1638056
S,1640931
s,1640931
S,1641056
s,1641056
>,1638375
> Conc Range,1638375
<,1638310
<,1639951
< Conc Range,1639951
j,1640298
S,1641799
s,1641799
>,1640402
<,1641570
<,1641571
<,1641586
N,1639817
<,1641585
N,1639818
>,1632576
j,1642834
<,1642138
<,1642137
<,1642233
<,1642368
>,1642454
>,1642453
<,1643017
>,1643100
<,1637364
r,1644620
r,1644636
N,1639816
r,1644546
>,1644706
N,1643733
N,1643735
N,1643757
N,1643756
<,1643755
N,1643753
N,1643763
N,1643762
N,1643761
>,1644897
N,1643759
<,1643765
<,1644924
<,1644923
N,1643781
N,1643787
N,1643789
N,1643803
>,1644962
<,1645338
N,1644535
N,1644534
K,1645906
N,1644533
<,1644532
N,1644531
N,1644541
N,1644540
<,1644539
N,1644537
N,1644560
N,1644568
N,1644579
N,1644578
N,1644577
N,1644575
N,1644582
N,1644594
N,1644593
<,1644592
N,1644590
N,1644600
N,1644607
<,1644606
N,1644605
<,1644604
N,1644603
N,1644628
N,1644627
N,1644626
N,1644624
N,1644660
<,1645961
N,1644661
<,1644664
N,1644908
N,1644909
>,1642065
N,1643734
N,1643758
<,1643754
N,1643764
<,1643760
<,1646292
<,1643766
N,1643782
N,1645914
N,1643788
N,1643790
N,1643804
<,1646324
<,1646323
>,1646356
N,1644567
<,1644536
N,1644530
j,1646500
<,1644542
N,1644584
N,1644585
N,1644596
N,1644609
<,1644538
N,1644559
<,1646402
N,1644569
<,1644580
<,1644576
<,1644581
N,1644583
<,1646291
<,1644595
<,1644591
N,1644601
<,1646299
<,1644608
N,1646307
<,1646430
<,1644602
<,1644629
N,1644625
>,1646805
> Conc Range,1646805
N,1644662
<,1644663
<,1644665
>,1645116
N,1644907
>,1646620
<,1646629
<,1646703
<,1646946
<,1646945
<,1646422
>,1646973
N,1646427
N,1646426
N,1646425
<,1646300
N,1646423
<,1647066
N,1645923
>,1647246
<,1647257
<,1645136
<,1647377
N,1647165
N,1646308
N,1646428
N,1646424
<,1646655
N,1647570
N,1647569
N,1647568
N,1647567
<,1647426
<,1647571
N,1647566
<,1646972
>,1647372
<,1647629
<,1647630
>,1649238
<,1648274
<,1648275
j,1650065
j,1650213
>,1648357
j,1652708
>,1652422
> Conc Range,1652422
<,1651001
<,1651000
<,1652450
>,1652750
K,1654004
<,1653018
<,1653017
N,1648881
N,1650096
N,1655195
<,1654506
N,1653573
N,1653574
N,1653575
N,1653576
<,1653891
N,1654094
N,1654181
N,1654183
N,1654182
N,1654184
N,1655726
>,1654712
N,1654230
>,1655167
>,1654979
N,1650095
N,1656647
>,1655584
K,1656250
N,1653336
N,1653361
<,1653512
<,1653571
N,1653572
>,1655666
N,1653644
N,1653784
N,1655472
N,1653967
N,1655473
N,1653997
N,1654135
<,1654180
<,1656136
N,1654185
<,1654276
N,1654362
>,1656342
N,1654564
<,1656855
<,1656854
>,1655593
N,1656187
<,1657097
N,1656359
<,1657101
N,1656361
N,1656362
N,1656363
N,1656425
N,1656426
N,1656505
<,1647721
N,1656506
<,1650305
<,1650304
N,1656825
N,1656826
<,1657531
K,1657650
K,1657660
<,1657554
N,1657071
>,1655810
K,1657744
N,1657073
K,1657762
N,1657074
N,1657075
K,1657839
K,1657901
K,1657989
K,1658150
<,1657680
<,1657676
K,1658296
<,1657798
<,1658330
< Conc Range,1658330
K,1658329
K,1657926
<,1658094
<,1656360
<,1658098
<,1656364
K,1658492
K,1658851
*,1659175
K,1658934
N,1656827
<,1658696
>,1658708
<,1657072
<,1657076
<,1659062
<,1649930
<,1659146
<,1659145
K,1659663
N,1659133
<,1658021
>,1659742
<,1659756
<,1659757
<,1660060
< Conc Range,1660060
N,1659387
N,1659389
N,1659390
N,1659391
>,1659795
<,1659837
<,1659836
<,1659854
>,1659863
N,1659846
N,1659848
N,1659849
N,1659850
<,1659871
<,1659870
N,1659132
>,1658583
N,1659966
N,1659967
<,1659388
N,1659392
N,1659424
N,1660072
N,1660073
N,1660074
N,1660075
N,1659829
N,1659847
N,1659851
N,1659968
<,1659214
<,1660118
<,1659213
N,1660130
N,1660131
N,1660132
>,1660141
<,1660145
<,1660146
<,1660152
>,1660157
<,1654073
N,1660070
N,1660071
N,1660076
N,1651527
<,1651528
<,1657993
N,1657519
N,1657520
N,1657521
N,1660264
N,1660396
N,1665231
N,1665239
N,1665251
N,1660397
>,1663414
> Conc Range,1663414
>,1663409
> Conc Range,1663409
N,1660752
N,1668924
N,1668951
N,1668983
<,1669438
<,1669499
<,1669583
<,1669645
<,1669699
<,1668340
<,1670296
<,1666393
<,1666392
>,1670188
>,1672180
<,1669324
<,1669323
<,1668682
<,1668681
>,1668491
<,1673264
<,1673263
<,1673297
<,1672675
<,1672042
<,1673337
<,1673617
>,1673362
>,1673612
>,1673652
<,1673379
<,1673378
<,1673346
<,1673345
<,1673745
<,1673744
j,1672318
<,1666602
< Conc Range,1666602
<,1674913
< Conc Range,1674913
<,1674953
< Conc Range,1674953
j,1675078
j,1675751
j,1677073
<,1673373
<,1673193
>,1678250
>,1663160
N,1662110
<,1661341
N,1678499
N,1678500
N,1663976
N,1678377
N,1660395
<,1661339
N,1678501
N,1678502
<,1678503
N,1660753
N,1662577
N,1666467
N,1666657
N,1666863
N,1666396
N,1678504
N,1665745
N,1665746
N,1665747
N,1678505
N,1678506
N,1666862
N,1678507
N,1678508
N,1678510
N,1678511
N,1678512
N,1678513
<,1662978
<,1662979
<,1662980
<,1662981
N,1662976
N,1662977
N,1662982
<,1678522
<,1678523
<,1678524
<,1678525
N,1678526
N,1678527
N,1678528
N,1662983
N,1662974
N,1662975
N,1678380
N,1678378
N,1678382
N,1678383
N,1678546
N,1678547
N,1678548
N,1678549
N,1678385
N,1678381
<,1678379
N,1678384
N,1678386
N,1678387
<,1678554
<,1678555
<,1678560
<,1678564
< Conc Range,1678564
<,1678567
< Conc Range,1678567
<,1678562
< Conc Range,1678562
<,1678565
< Conc Range,1678565
< Conc Range,1678570
< Conc Range,1678569
< Conc Range,1678582
< Conc Range,1678583
<,1678659
>,1678707
>,1678819
<,1678872
<,1679270
<,1678898
<,1678897
<,1679052
<,1679051
>,1679072
<,1679166
<,1679165
<,1679192
<,1679191
<,1678951
<,1679734
N,1678954
<,1679305
>,1678854
<,1679492
<,1679491
N,1678740
<,1679728
<,1679727
<,1679848
<,1679479
N,1679480
N,1679481
<,1679885
N,1679483
<,1679884
N,1679489
N,1679544
N,1679552
N,1679572
N,1679606
N,1678950
<,1678952
<,1679940
<,1678953
<,1679939
N,1678955
<,1680071
<,1680079
<,1680157
>,1680156
<,1679847
N,1680040
N,1680042
N,1680045
N,1680052
>,1679948
N,1680063
N,1680054
N,1680056
N,1679478
<,1680367
N,1679482
N,1679490
N,1679506
N,1679545
<,1680412
N,1679553
N,1679573
N,1679607
N,1680687
<,1679632
N,1680290
N,1680293
N,1680294
<,1680295
>,1680503
<,1680551
N,1680485
<,1680335
<,1680296
N,1680041
N,1680043
N,1680044
N,1680051
N,1680053
N,1680055
N,1680062
N,1680633
<,1680627
N,1680289
N,1680659
N,1680660
<,1680291
<,1680810
N,1680292
N,1680955
N,1680661
N,1680663
<,1680306
<,1680326
<,1680350
N,1680378
>,1680855
<,1680874
<,1680550
<,1680890
<,1680889
>,1680899
<,1680907
<,1680906
<,1680917
<,1680916
<,1680594
N,1680634
<,1680658
N,1680662
N,1681008
<,1680665
N,1680953
N,1680951
<,1680997
<,1680996
N,1679656
<,1680879
<,1681001
N,1680952
N,1679646
N,1679645
N,1679642
<,1679641
N,1679657
<,1681031
N,1680034
N,1681032
N,1679644
<,1679643
<,1681033
<,1681221
<,1681220
>,1681170
<,1682077
>,1681678
N,1681291
<,1681816
<,1681820
N,1681337
N,1681366
N,1681374
N,1682372
>,1681932
>,1681975
<,1681964
<,1681968
N,1681606
<,1682147
<,1682650
<,1682667
>,1681677
<,1682292
<,1682945
<,1682296
<,1682350
<,1681647
N,1681290
N,1682166
N,1682172
>,1683084
N,1681338
N,1681367
N,1681375
N,1683123
>,1682583
N,1681447
N,1681529
<,1682197
<,1682201
N,1682472
N,1682473
N,1682477
N,1683217
N,1682478
N,1682494
N,1683234
N,1683235
>,1683058
<,1683079
<,1683083
>,1683133
<,1682892
>,1683156
N,1682968
N,1682973
N,1682173
<,1682987
N,1682995
N,1682999
N,1683003
N,1683016
N,1683127
<,1683211
N,1682471
<,1683299
N,1682476
<,1683351
<,1683356
<,1683357
<,1683361
N,1683230
N,1683231
N,1682891
N,1682916
<,1682986
>,1683414
N,1683311
N,1683004
<,1683017
N,1683018
N,1683385
N,1683141
N,1683386
N,1683407
N,1683408
N,1683413
N,1683422
N,1683446
N,1683449
N,1683450
N,1683451
N,1683229
N,1683467
N,1683291
<,1683514
<,1683305
N,1683384
N,1683499
N,1683500
N,1683406
N,1683447
>,1683448
N,1683453
<,1683554
N,1683484
N,1683498
N,1683559
<,1683581
N,1683560
<,1683585
N,1683534
N,1683587
N,1683558
>,1683588
<,1683595
<,1683697
<,1683696
>,1684127
>,1684380
>,1684246
N,1683668
>,1684167
>,1684531
<,1684220
<,1684219
N,1683690
<,1684252
<,1684251
N,1684212
N,1684734
N,1684213
N,1684129
N,1683920
N,1684826
<,1684655
<,1684654
N,1684136
N,1684501
N,1684586
<,1684850
<,1684849
<,1684095
<,1684094
<,1684103
<,1684282
N,1684308
<,1685088
>,1685274
N,1684725
N,1685122
N,1685123
N,1685124
N,1685126
N,1685177
N,1685175
N,1685174
N,1685173
N,1685207
N,1685208
N,1685209
N,1685211
<,1685409
>,1685429
N,1685434
N,1685435
<,1685414
N,1685436
N,1685438
N,1685125
N,1685451
N,1685127
N,1685178
<,1685176
N,1685210
>,1685481
<,1685212
N,1685213
<,1685489
<,1685488
N,1683667
N,1683689
>,1685572
N,1685433
<,1685437
N,1685439
N,1685588
N,1685499
N,1685614
<,1685730
<,1685739
<,1685738
<,1686131
<,1685881
N,1685646
<,1685880
N,1685647
>,1685932
N,1685783
>,1686136
N,1685643
N,1685644
N,1685645
N,1687455
N,1687458
<,1686906
N,1685784
N,1686656
N,1685840
<,1687478
<,1687642
<,1687479
<,1687643
>,1687481
<,1687486
N,1686216
N,1686231
N,1687040
N,1686255
N,1686264
N,1686291
<,1687283
N,1686303
N,1686314
<,1687519
N,1686353
<,1687518
<,1687614
N,1687490
N,1687492
N,1686633
>,1687699
>,1687700
N,1686876
>,1687367
N,1687041
N,1688068
<,1687284
>,1687836
N,1687439
<,1687892
N,1687808
N,1687491
N,1687810
N,1687878
N,1687510
N,1687523
N,1687531
<,1687540
<,1687564
N,1687918
N,1687919
<,1687962
>,1688172
>,1688165
N,1687809
N,1687811
>,1688016
N,1688108
<,1688094
>,1688268
N,1687917
N,1688449
<,1688304
N,1688199
N,1688200
>,1688415
>,1688414
N,1688516
N,1688518
N,1688372
N,1688109
<,1688434
N,1688198
>,1688530
N,1688520
N,1688521
N,1688519
K,1688763
<,1688568
<,1688787
<,1688804
<,1688805
<,1688807
<,1688812
N,1688791
N,1688803
S,1689667
s,1689667
S,1689668
s,1689668
<,1690022
< Conc Range,1690022
<,1691789
< Conc Range,1691789
<,1691583
<,1691582
<,1692200
<,1692199
N,1691553
N,1691556
N,1691554
<,1691552
N,1691501
N,1691053
<,1694356
<,1694360
<,1694361
<,1694365
N,1694447
N,1694448
N,1694449
<,1694450
N,1694457
N,1694545
<,1694593
<,1694597
<,1694598
<,1694602
N,1694713
N,1694714
N,1694715
<,1694716
N,1694723
N,1694786
<,1694834
<,1694838
<,1694839
<,1694843
N,1694974
N,1694975
N,1694976
<,1694977
N,1694984
N,1695051
<,1695099
<,1695103
<,1695104
<,1695108
N,1695307
<,1695355
<,1695359
<,1695360
<,1695364
<,1695554
<,1695558
<,1695559
<,1695563
<,1692417
>,1692934
<,1695979
>,1695988
<,1696196
>,1696205
<,1692826
<,1696432
>,1696441
<,1696557
<,1696662
>,1696671
<,1696788
<,1696896
>,1696905
<,1697022
<,1697132
>,1697141
<,1697259
<,1697490
<,1698587
<,1698831
s,1700339
S,1700339
S,1700392
s,1700392
N,1692983
<,1691136
<,1691135
<,1698065
<,1698064
N,1700568
<,1700599
<,1700603
<,1700773
<,1700777
N,1700866
<,1700897
<,1700901
<,1701067
<,1701071
N,1701158
<,1701192
<,1701196
<,1701362
<,1701366
N,1701450
<,1701489
<,1701493
<,1701664
<,1701668
N,1701743
<,1701782
<,1701786
<,1701955
<,1701959
N,1701998
<,1702038
<,1702042
<,1702215
<,1702219
>,1697797
<,1697682
<,1697681
<,1702444
<,1702448
>,1702484
<,1702502
<,1702506
N,1692947
<,1693614
<,1702676
<,1702680
>,1702721
<,1702739
<,1702743
N,1702768
<,1702781
N,1692613
N,1697855
N,1697833
<,1690875
<,1702890
<,1702894
>,1702930
<,1702948
<,1702952
N,1702977
<,1702990
N,1703011
N,1703033
N,1703037
<,1697774
<,1697773
N,1697783
<,1693671
<,1698172
<,1703050
<,1703110
<,1703114
>,1703150
<,1703168
<,1703172
N,1703197
<,1703210
N,1703231
N,1703253
N,1703257
<,1703286
<,1703290
N,1703294
<,1703295
<,1703299
<,1703326
<,1703355
<,1703359
>,1703395
<,1703413
<,1703417
N,1703442
<,1703455
N,1703476
N,1703498
N,1703502
<,1703531
<,1703535
N,1703539
<,1703540
